Marital status,Application mode,Application order,Course,Daytime/evening attendance,Previous qualification,Previous qualification (grade),Nacionality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Admission grade,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Target
single,Over 23 years old,2,Management,daytime,Secondary education,143.0,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Higher Education - Doctorate,Administrative staff,"Representatives of the Legislative Power and Executive Bodies, Directors,Directors and Executive Managers",100.0,Yes,No,No,Yes,Male,No,24,No,0,5,8,3,10.66666667,1,0,5,5,1,14.0,0,9.4,-0.8,-3.12,Dropout
single,1st phase - general contingent,1,Equinculture,daytime,Secondary education,125.0,Portuguese,Higher Education - Degree,Higher Education - Degree,Specialists in Intellectual and Scientific Activities,Specialists in Intellectual and Scientific Activities,132.4,No,No,No,Yes,Male,No,20,No,0,5,7,4,11.75,0,0,5,5,5,13.4,0,7.6,2.6,0.32,Graduate
single,1st phase - general contingent,1,Management,daytime,Secondary education,136.0,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Higher Education - Degree,Unskilled Workers,"Personal Services, Security and Safety Workers and Sellers",137.1,No,No,No,Yes,Male,No,20,No,0,5,5,0,0.0,0,0,5,5,0,0.0,0,12.7,3.7,-1.7,Dropout
single,1st phase - special contingent (Azores Island),3,Communication Design,daytime,Secondary education,157.0,Portuguese,Higher Education - Degree,Secondary Education - 12th Year of Schooling or Eq.,Unskilled Workers,"Farmers and Skilled Workers in Agriculture, Fisheries and Forestry",138.1,Yes,No,No,Yes,Female,No,18,No,0,6,6,6,12.66666667,0,0,6,8,6,14.125,0,10.8,1.4,1.74,Graduate
divorced,Over 23 years old,1,Oral Hygiene,daytime,Secondary education,160.0,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Higher Education - Degree,Unskilled Workers,Specialists in Intellectual and Scientific Activities,130.0,No,No,No,Yes,Female,No,25,No,0,7,14,7,11.95,0,0,8,15,7,12.04285714,0,12.7,3.7,-1.7,Enrolled
single,2nd phase - general contingent,1,Tourism,daytime,Secondary education,116.0,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,"Farmers and Skilled Workers in Agriculture, Fisheries and Forestry",109.7,Yes,No,No,Yes,Female,No,22,No,0,6,7,5,14.0,0,0,6,6,6,15.66666667,0,11.1,0.6,2.02,Graduate
single,Change of course,1,Social Service (evening attendance),evening,Secondary education,113.0,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Student,"Farmers and Skilled Workers in Agriculture, Fisheries and Forestry",128.2,No,No,No,No,Female,No,41,No,0,6,6,0,0.0,6,0,6,12,0,0.0,0,9.4,-0.8,-3.12,Dropout
single,1st phase - general contingent,2,Management,daytime,Secondary education,130.0,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,"Skilled Workers in Industry, Construction and Craftsmen",Unskilled Workers,117.8,No,No,Yes,Yes,Female,Yes,19,No,0,5,11,2,11.5,0,0,5,10,0,0.0,0,12.7,3.7,-1.7,Dropout
single,Change of course,1,Equinculture,daytime,Secondary education,150.0,Portuguese,Higher Education - Degree,Higher Education - Degree,Intermediate Level Technicians and Professions,Administrative staff,150.0,Yes,No,No,Yes,Female,No,21,No,0,6,10,6,12.0,0,0,6,12,5,12.8,0,13.9,-0.3,0.79,Graduate
single,Over 23 years old,1,Veterinary Nursing,daytime,Secondary education,110.0,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,"Personal Services, Security and Safety Workers and Sellers","Personal Services, Security and Safety Workers and Sellers",160.0,Yes,No,Yes,Yes,Female,No,30,No,0,6,7,6,16.42857143,0,0,6,7,6,16.66666667,0,13.9,-0.3,0.79,Dropout
single,1st phase - general contingent,5,Nursing,daytime,Secondary education,101.0,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Unskilled Workers,Unskilled Workers,104.5,Yes,No,No,Yes,Female,Yes,21,No,0,7,9,5,13.336,0,0,8,9,7,13.20714286,0,11.1,0.6,2.02,Graduate
married,Over 23 years old,2,Oral Hygiene,daytime,Secondary education,110.0,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Unskilled Workers,Unskilled Workers,112.8,No,No,No,Yes,Female,Yes,26,No,0,7,7,0,0.0,0,0,8,8,0,0.0,6,10.8,1.4,1.74,Enrolled
single,International student (bachelor),1,Advertising and Marketing Management,daytime,Secondary education,133.1,Brazilian,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Unskilled Workers,Administrative staff,100.0,No,No,No,Yes,Female,No,21,Yes,2,7,9,7,14.66666667,0,1,6,8,6,14.0,0,11.1,0.6,2.02,Graduate
single,1st phase - general contingent,1,Nursing,daytime,Secondary education,138.0,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Intermediate Level Technicians and Professions,Administrative staff,132.5,Yes,No,No,Yes,Female,No,18,No,0,8,8,7,14.11571429,0,0,8,8,7,14.11571429,0,10.8,1.4,1.74,Graduate
single,1st phase - general contingent,4,Veterinary Nursing,daytime,Secondary education,138.0,Portuguese,Higher Education - Degree,Secondary Education - 12th Year of Schooling or Eq.,"Representatives of the Legislative Power and Executive Bodies, Directors,Directors and Executive Managers",Administrative staff,123.3,Yes,No,No,Yes,Female,Yes,19,No,0,6,7,6,14.85714286,0,0,6,10,6,13.11111111,0,12.4,0.5,1.79,Graduate
single,1st phase - general contingent,2,Veterinary Nursing,daytime,Secondary education,141.0,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Unskilled Workers,Installation and Machine Operators and Assembly Workers,128.9,Yes,No,No,Yes,Female,Yes,18,No,0,6,7,6,13.83333333,0,0,6,10,6,13.71428571,0,8.9,1.4,3.51,Graduate
single,2nd phase - general contingent,2,Management,daytime,Secondary education,129.0,Portuguese,Higher Education - Bachelor's Degree,Higher Education - Degree,Specialists in Intellectual and Scientific Activities,Specialists in Intellectual and Scientific Activities,128.3,Yes,No,No,Yes,Female,No,19,No,0,5,10,3,11.0,0,0,5,9,4,11.75,0,12.7,3.7,-1.7,Enrolled
single,Change of course,1,Veterinary Nursing,daytime,Secondary education,127.0,Portuguese,Higher Education - Degree,Higher Education - Degree,Specialists in Intellectual and Scientific Activities,"Personal Services, Security and Safety Workers and Sellers",100.0,No,No,No,Yes,Female,No,21,No,0,6,11,4,11.75,0,0,6,12,3,13.66666667,0,13.9,-0.3,0.79,Enrolled
single,2nd phase - general contingent,2,Management,daytime,Secondary education,133.0,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Secondary Education - 12th Year of Schooling or Eq.,Unskilled Workers,Intermediate Level Technicians and Professions,120.1,Yes,No,No,Yes,Female,Yes,18,No,0,5,15,2,10.0,0,0,5,14,2,12.0,0,13.9,-0.3,0.79,Dropout
single,Over 23 years old,1,Nursing,daytime,Secondary education,100.0,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,"Skilled Workers in Industry, Construction and Craftsmen","Skilled Workers in Industry, Construction and Craftsmen",160.0,Yes,No,No,Yes,Female,Yes,24,No,0,8,15,6,12.415,0,0,8,15,6,12.415,0,10.8,1.4,1.74,Graduate
single,1st phase - general contingent,1,Equinculture,daytime,Secondary education,138.0,Portuguese,Higher Education - Master's,Higher Education - Doctorate,Specialists in Intellectual and Scientific Activities,Specialists in Intellectual and Scientific Activities,123.0,Yes,No,No,Yes,Female,No,21,No,0,5,12,1,11.0,0,0,5,9,2,10.5,0,12.7,3.7,-1.7,Enrolled
single,Technological specialization diploma holders,1,Veterinary Nursing,daytime,Technological specialization course,150.0,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Unskilled Workers,Unskilled Workers,150.0,Yes,No,No,Yes,Female,No,23,No,1,6,14,5,14.42857143,0,1,6,7,6,13.42857143,0,16.2,0.3,-0.92,Graduate
single,2nd phase - general contingent,2,Nursing,daytime,Secondary education,129.0,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,"Personal Services, Security and Safety Workers and Sellers","Skilled Workers in Industry, Construction and Craftsmen",124.0,Yes,No,No,Yes,Female,Yes,18,No,0,8,8,7,14.31285714,0,0,8,8,7,14.31285714,0,10.8,1.4,1.74,Graduate
single,Over 23 years old,1,Veterinary Nursing,daytime,Secondary education,130.0,Portuguese,Higher Education - Master's,Secondary Education - 12th Year of Schooling or Eq.,Specialists in Intellectual and Scientific Activities,Unskilled Workers,120.0,No,No,No,No,Female,No,26,No,0,6,8,6,15.42857143,0,0,6,7,5,14.5,0,11.1,0.6,2.02,Enrolled
single,1st phase - general contingent,1,Equinculture,daytime,Secondary education,133.0,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,"Personal Services, Security and Safety Workers and Sellers",Installation and Machine Operators and Assembly Workers,120.4,Yes,No,No,Yes,Female,No,20,No,0,5,9,4,12.0,1,0,5,6,5,13.4,0,9.4,-0.8,-3.12,Graduate
single,1st phase - general contingent,1,Social Service,daytime,Secondary education,133.0,Portuguese,Higher Education - Master's,Secondary Education - 12th Year of Schooling or Eq.,"Personal Services, Security and Safety Workers and Sellers","Personal Services, Security and Safety Workers and Sellers",131.6,No,No,No,Yes,Female,No,18,No,0,6,7,6,13.83333333,0,0,6,7,6,13.71428571,0,11.1,0.6,2.02,Graduate
single,1st phase - general contingent,1,Social Service,daytime,Secondary education,107.0,Portuguese,Higher Education - Bachelor's Degree,Other - 11th Year of Schooling,Intermediate Level Technicians and Professions,Armed Forces Professions,104.2,Yes,No,No,Yes,Female,No,20,No,0,6,6,6,12.16666667,0,0,6,7,6,12.14285714,0,11.1,0.6,2.02,Graduate
single,1st phase - general contingent,1,Nursing,daytime,Secondary education,131.0,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Administrative staff,Administrative staff,122.0,Yes,No,No,Yes,Female,No,20,No,0,8,8,7,14.01428571,0,0,8,8,7,14.01428571,0,12.7,3.7,-1.7,Enrolled
single,2nd phase - general contingent,2,Social Service,daytime,Secondary education,118.0,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Administrative staff,Armed Forces Professions,110.7,Yes,Yes,No,Yes,Female,No,18,No,0,6,15,2,10.33333333,3,0,6,13,3,13.33333333,0,12.7,3.7,-1.7,Enrolled
single,1st phase - general contingent,4,Journalism and Communication,daytime,Secondary education,136.0,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Other - 11th Year of Schooling,Unskilled Workers,Armed Forces Professions,121.7,Yes,No,No,Yes,Female,Yes,22,No,0,6,7,5,13.2,0,0,6,7,5,13.6,0,12.4,0.5,1.79,Graduate
single,1st phase - general contingent,1,Nursing,daytime,Secondary education,125.0,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,Unskilled Workers,126.0,Yes,No,Yes,Yes,Female,No,20,No,0,7,7,6,15.4,0,0,7,7,6,15.4,0,7.6,2.6,0.32,Graduate
single,2nd phase - general contingent,4,Nursing,daytime,Secondary education,137.0,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,Unskilled Workers,128.4,Yes,No,No,Yes,Female,Yes,19,No,0,7,7,7,13.38571429,0,0,8,8,8,15.925,0,13.9,-0.3,0.79,Graduate
single,1st phase - general contingent,1,Equinculture,daytime,Secondary education,144.0,Portuguese,Higher Education - Degree,Secondary Education - 12th Year of Schooling or Eq.,Specialists in Intellectual and Scientific Activities,Administrative staff,134.9,Yes,No,Yes,Yes,Female,No,18,No,0,6,13,6,10.85714286,0,0,6,10,4,11.0,0,15.5,2.8,-4.06,Dropout
single,2nd phase - general contingent,2,Management,daytime,Secondary education,146.0,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic education 1st cycle (4th/5th year) or equiv.,"Farmers and Skilled Workers in Agriculture, Fisheries and Forestry","Farmers and Skilled Workers in Agriculture, Fisheries and Forestry",143.9,No,No,No,Yes,Female,No,18,No,0,5,11,5,11.33333333,0,0,5,8,5,12.0,0,13.9,-0.3,0.79,Graduate
single,1st phase - general contingent,4,Veterinary Nursing,daytime,Secondary education,145.0,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Secondary Education - 12th Year of Schooling or Eq.,Unskilled Workers,Unskilled Workers,145.0,Yes,No,No,Yes,Female,Yes,19,No,0,5,7,4,14.5,0,0,5,5,5,13.6,0,10.8,1.4,1.74,Graduate
single,1st phase - general contingent,2,Communication Design,daytime,Secondary education,126.0,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Unskilled Workers,Unskilled Workers,132.0,Yes,No,No,Yes,Female,Yes,19,No,0,6,6,6,14.16666667,0,0,6,8,6,12.375,0,10.8,1.4,1.74,Graduate
single,2nd phase - general contingent,1,Social Service (evening attendance),evening,Secondary education,141.0,Portuguese,Unknown,Unknown,Student,Student,136.1,No,No,No,Yes,Female,No,24,No,0,6,7,6,12.83333333,0,0,6,8,6,12.0,0,7.6,2.6,0.32,Graduate
single,1st phase - general contingent,1,Social Service,daytime,Secondary education,141.0,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Administrative staff,Administrative staff,138.9,No,No,No,Yes,Female,No,21,No,0,6,7,6,13.33333333,0,0,6,6,6,14.5,0,10.8,1.4,1.74,Graduate
single,1st phase - general contingent,1,Social Service,daytime,Secondary education,133.1,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Intermediate Level Technicians and Professions,Intermediate Level Technicians and Professions,102.0,Yes,No,No,Yes,Female,Yes,20,No,0,6,7,6,13.66666667,0,0,6,7,6,14.57142857,0,11.1,0.6,2.02,Graduate
single,Over 23 years old,1,Tourism,daytime,Secondary education,133.1,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Administrative staff,"Skilled Workers in Industry, Construction and Craftsmen",123.0,No,No,Yes,No,Female,Yes,28,No,0,6,6,6,10.83333333,0,0,6,7,5,11.0,0,13.9,-0.3,0.79,Dropout
single,1st phase - general contingent,2,Basic Education,daytime,Secondary education,127.0,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Unskilled Workers,Installation and Machine Operators and Assembly Workers,137.5,Yes,No,No,Yes,Female,No,21,No,0,6,7,6,13.42857143,0,0,6,8,6,13.14285714,0,7.6,2.6,0.32,Graduate
single,1st phase - general contingent,1,Nursing,daytime,Secondary education,106.0,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,cleaning workers,"Farmers, livestock keepers, fishermen, hunters and gatherers,subsistence",102.2,Yes,No,Yes,Yes,Male,No,20,No,0,7,7,7,12.40142857,0,0,8,10,6,11.80833333,0,11.1,0.6,2.02,Enrolled
single,Transfer,1,Agronomy,daytime,Secondary education,130.0,Portuguese,Higher Education - Degree,Higher Education - Bachelor's Degree,Specialists in Intellectual and Scientific Activities,"Farmers and Skilled Workers in Agriculture, Fisheries and Forestry",105.3,No,No,No,No,Male,No,36,No,0,6,8,0,0.0,0,0,6,10,0,0.0,0,16.2,0.3,-0.92,Dropout
married,Over 23 years old,1,Management (evening attendance),evening,Secondary education,110.0,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,Unskilled Workers,130.0,No,No,No,No,Male,No,42,No,0,4,4,0,0.0,0,0,5,0,0,0.0,0,12.7,3.7,-1.7,Dropout
married,Over 23 years old,1,Management (evening attendance),evening,Secondary education,150.0,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,"Skilled Workers in Industry, Construction and Craftsmen",122.5,No,No,No,Yes,Male,No,47,No,0,5,9,4,11.5,0,0,5,6,5,11.6,1,7.6,2.6,0.32,Dropout
single,Over 23 years old,1,Informatics Engineering,daytime,Secondary education,160.0,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Administrative staff,"Skilled Workers in Industry, Construction and Craftsmen",112.0,No,No,No,No,Male,No,25,No,0,5,8,0,0.0,0,0,5,5,0,0.0,0,9.4,-0.8,-3.12,Dropout
single,Over 23 years old,1,Advertising and Marketing Management,daytime,Other - 11th year of schooling,170.0,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic education 1st cycle (4th/5th year) or equiv.,Intermediate Level Technicians and Professions,"Personal Services, Security and Safety Workers and Sellers",110.0,No,No,No,Yes,Male,Yes,25,No,0,6,8,6,14.14285714,0,0,6,6,6,13.5,0,15.5,2.8,-4.06,Graduate
married,Over 23 years old,1,Social Service (evening attendance),evening,Basic education 3rd cycle (9th/10th/11th year) or equiv.,133.1,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic education 1st cycle (4th/5th year) or equiv.,"Farmers and Skilled Workers in Agriculture, Fisheries and Forestry",Installation and Machine Operators and Assembly Workers,149.5,No,No,No,Yes,Male,No,48,No,0,6,6,0,0.0,0,0,5,6,0,0.0,0,12.4,0.5,1.79,Dropout
single,Change of course,1,Management (evening attendance),evening,Secondary education,120.0,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Unskilled Workers,"Skilled Workers in Industry, Construction and Craftsmen",141.0,No,No,No,Yes,Male,Yes,32,No,5,10,12,10,13.8,0,5,10,10,10,12.8,0,10.8,1.4,1.74,Graduate
single,Holders of other higher courses,1,Management (evening attendance),evening,Higher education - degree (1st cycle),130.0,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Unskilled Workers,"Skilled Workers in Industry, Construction and Craftsmen",130.0,No,No,No,Yes,Male,No,38,No,10,10,10,10,13.6,0,5,10,10,5,13.6,0,8.9,1.4,3.51,Dropout
single,Holders of other higher courses,1,Social Service,daytime,Higher education - degree (1st cycle),130.0,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,"Personal Services, Security and Safety Workers and Sellers","Personal Services, Security and Safety Workers and Sellers",130.0,No,No,No,Yes,Male,No,37,No,11,16,23,15,11.73333333,0,6,11,17,9,11.88888889,0,15.5,2.8,-4.06,Graduate
